hostname,default_flag,sy_snum,pl_orbsmax,pl_rade,pl_insol,st_refname,st_spectype,st_met,st_metratio,sy_refname,rastr,ra,decstr,dec,sy_kmag,sy_gaiamag,rowupdate
TOI-261,1,1,,3.34822227,243.5261,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h00m52.35s,15.2181412,-24d25m26.38s,-24.4239934,8.182,9.42329,8/8/2022
TOI-262,1,1,0.163,2.07,,<a refstr=ODDO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..134O/abstract target=ref>Oddo et al. 2023</a>,K0 V,0.26,[Fe/H],<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h10m08.32s,32.534687,-31d04m14.26s,-31.0706272,6.967,8.66859,8/22/2023
TOI-2641,1,1,0.0607,18.10250383,602,<a refstr=PSARIDI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...675A..39P/abstract target=ref>Psaridi et al. 2023</a>,F9 V,-0.15,[Fe/H],<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h24m31.29s,171.1303716,-42d43m55.70s,-42.7321394,10.325,11.5712,7/25/2023
TOI-2654,1,1,,7.94454164,,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h31m55.57s,52.9815377,-47d59m40.89s,-47.9946912,11.33,13.7947,4/23/2026
TOI-2669,1,1,,19.72780603,,<a refstr=GRUNBLATT_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..120G/abstract target=ref>Grunblatt et al. 2022</a>,,0.1,[Fe/H],<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h58m53.43s,134.7226445,-13d18m45.29s,-13.3125792,8.492,10.6019,3/16/2022
TOI-269,1,1,0.0345,2.77,19,<a refstr=COINTEPAS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...650A.145C/abstract target=ref>Cointepas et al. 2021</a>,M2 V,-0.29,[Fe/H],<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h03m23.11s,75.8462827,-54d10m39.80s,-54.1777213,10.1,13.4258,5/17/2021
TOI-270,1,1,,1.28,,<a refstr=KAYE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.510.5464K/abstract target=ref>Kaye et al. 2022</a>,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h33m39.86s,68.4160804,-51d57m26.62s,-51.9573937,8.251,11.6306,10/9/2025
TOI-270,1,1,,2.33,,<a refstr=KAYE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.510.5464K/abstract target=ref>Kaye et al. 2022</a>,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h33m39.86s,68.4160804,-51d57m26.62s,-51.9573937,8.251,11.6306,10/9/2025
TOI-270,1,1,,2,,<a refstr=KAYE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.510.5464K/abstract target=ref>Kaye et al. 2022</a>,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h33m39.86s,68.4160804,-51d57m26.62s,-51.9573937,8.251,11.6306,10/9/2025
TOI-2714,1,1,0.036,13.72,,<a refstr=MANTOVAN_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240907520M/abstract target=ref>Mantovan et al. 2024</a>,,0.3,[Fe/H],<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h05m36.30s,61.4012482,-14d55m36.28s,-14.9267458,11.807,13.2544,10/3/2024
TOI-2719,1,1,,5.98,,<a refstr=GOMEZ_BARRIENTOS_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250802782G/abstract target=ref>Gomez Barrientos et al. 2025</a>,,0.27,[m/H],<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h46m13.19s,71.5549449,-00d48m17.54s,-0.8048725,11.057,12.5312,8/14/2025
TOI-2768,1,1,0.027,2.63,,<a refstr=PEL_AMP_AACUTE_EZ_TORRES_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...690A..62P/abstract target=ref>Pel&aacute;ez-Torres et al. 2024</a>,M,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h37m27.39s,99.3641336,-15d28m52.33s,-15.4812031,9.369,12.2,10/22/2024
TOI-277,1,1,0.0269,2.65,,<a refstr=MAGLIANO_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.tmp.3168M/abstract target=ref>Magliano et al. 2022</a>,,-0.01,[Fe/H],<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h16m18.41s,19.0766985,-20d57m11.80s,-20.9532772,9.557,12.7896,11/29/2022
TOI-2796,1,1,0.0569,17.26183028,352,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,,0.239,[Fe/H],<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h36m36.65s,84.1527191,+00d53m46.60s,0.8962788,10.936,12.3642,2/27/2023
TOI-2803 A,1,2,0.03185,18.11371281,2150,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,,-0.105,[Fe/H],<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h12m27.54s,93.1147397,-23d29m32.98s,-23.4924956,11.282,12.4272,2/27/2023
TOI-2818,1,1,0.0493,15.27784069,598,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,,-0.02,[Fe/H],<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h56m14.36s,119.0598183,-35d07m00.16s,-35.1167104,10.403,11.8367,2/27/2023
TOI-283,1,1,0.123,2.34,30.4,<a refstr=MURGAS_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv251015084M/abstract target=ref>Murgas et al. 2025</a>,K,-0.09,[Fe/H],<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h54m16.63s,118.5693065,-65d26m29.34s,-65.441482,8.517,10.1971,11/13/2025
TOI-2842,1,1,0.0475,12.84549188,781.8,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,,0.233,[Fe/H],<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h12m10.61s,108.0442066,-10d38m21.62s,-10.63934,11.062,12.4636,2/27/2023
TOI-286,1,1,0.0503,1.42,,<a refstr=HOBSON_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240606278H/abstract target=ref>Hobson et al. 2024</a>,K3 V,-0.05,[Fe/H],<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h03m56.23s,90.9842762,-60d39m58.81s,-60.6663348,7.851,9.65064,8/30/2024
TOI-286,1,1,0.213,1.88,,<a refstr=HOBSON_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240606278H/abstract target=ref>Hobson et al. 2024</a>,K3 V,-0.05,[Fe/H],<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h03m56.23s,90.9842762,-60d39m58.81s,-60.6663348,7.851,9.65064,8/30/2024
TOI-2876,1,1,0.0654,9.6397234,124.2,<a refstr=YEE_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250701855Y/abstract target=ref>Yee et al. 2025</a>,,0.353,[Fe/H],<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h20m59.36s,110.2473528,-21d06m52.70s,-21.1146384,10.443,12.2566,7/29/2025
TOI-2886,1,1,0.02871,18.6405349,2560,<a refstr=YEE_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250701855Y/abstract target=ref>Yee et al. 2025</a>,,0.284,[Fe/H],<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h20m01.84s,110.0076569,-10d34m11.43s,-10.5698414,10.918,12.1953,7/29/2025
TOI-2969,1,1,0.0261,12.32987877,382,<a refstr=FRENSCH_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250604923F/abstract target=ref>Frensch et al. 2025</a>,K3 V,0.08,[Fe/H],<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h00m15.03s,150.0626247,-47d26m42.88s,-47.4452436,10.25,12.6195,6/11/2025
TOI-2977,1,1,0.03386,13.15934334,947.8,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,,0.013,[Fe/H],<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h35m42.36s,143.9265177,-60d21m26.91s,-60.3574758,10.666,12.4443,2/27/2023
TOI-2981,1,1,0.048,13.4,,<a refstr=MANTOVAN_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240907520M/abstract target=ref>Mantovan et al. 2024</a>,,-0.11,[Fe/H],<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h53m56.97s,163.487394,-25d31m28.56s,-25.5245988,11.78,13.1868,10/3/2024
TOI-2986,1,1,0.04489,9.292245,1156,<a refstr=YEE_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250701855Y/abstract target=ref>Yee et al. 2025</a>,,0.095,[Fe/H],<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h55m05.17s,163.7715605,-06d28m42.43s,-6.4784524,11.187,12.4758,7/29/2025
TOI-2989,1,1,0.0384,12.55405838,124,<a refstr=FRENSCH_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250604923F/abstract target=ref>Frensch et al. 2025</a>,K4 V,-0.04,[Fe/H],<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h24m55.60s,171.2316754,-27d03m44.50s,-27.0623619,10.861,13.4755,6/11/2025
TOI-2992,1,1,0.0434,13.75341932,1484,<a refstr=YEE_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250701855Y/abstract target=ref>Yee et al. 2025</a>,,0.084,[Fe/H],<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h57m15.98s,164.3165643,-32d19m20.78s,-32.3224375,11.027,12.3899,7/29/2025
TOI-3023,1,1,0.0505,16.43236571,1084,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,,0.085,[Fe/H],<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h01m15.80s,165.3158231,-72d21m24.14s,-72.3567044,10.243,12.0336,2/27/2023
TOI-3071,1,1,0.0249,7.16,,<a refstr=HACKER_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024MNRAS.tmp.1415H/abstract target=ref>Hacker et al. 2024</a>,,0.35,[Fe/H],<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h33m06.97s,173.2790517,-56d30m12.19s,-56.5033871,11.005,12.2766,6/25/2024
TOI-3082,1,1,,3.6621,,<a refstr=MISTRY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230109865M/abstract target=ref>Mistry et al. 2023</a>,,0.17,[M/H],<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h03m37.94s,195.9080719,-19d13m08.34s,-19.2189845,9.881,12.5313,5/26/2023
TOI-3135,1,1,0.04756,13.65253849,464,<a refstr=YEE_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250701855Y/abstract target=ref>Yee et al. 2025</a>,,0.071,[Fe/H],<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h51m26.21s,207.8592276,-69d46m21.23s,-69.7725635,10.009,11.5801,7/29/2025
TOI-3160 A,1,2,0.0505,13.7646283,933,<a refstr=YEE_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250701855Y/abstract target=ref>Yee et al. 2025</a>,,-0.114,[Fe/H],<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h58m15.81s,224.5658555,-27d40m57.18s,-27.6825503,10.894,12.3708,7/29/2025
TOI-3235,1,1,0.02709,11.39953337,,<a refstr=HOBSON_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230210008H/abstract target=ref>Hobson et al. 2023</a>,M V,0.264,[Fe/H],<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h49m53.72s,207.4738488,-46d03m59.45s,-46.0665139,10.819,14.4858,2/25/2023
TOI-3261,1,1,0.01714,3.82,1466,<a refstr=NABBIE_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240704225N/abstract target=ref>Nabbie et al. 2024</a>,K1.5+/-1,0.138,[Fe/H],<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h10m54.85s,47.7285242,-73d31m55.10s,-73.531972,11.184,13.0582,7/22/2024
TOI-3288,1,2,0.02285,12.24020692,213.8,<a refstr=DRANSFIELD_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..420D/abstract target=ref>Dransfield et al. 2026</a>,M0&plusmn;0.5,0.65,[Fe/H],<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h48m26.48s,297.1103158,-43d01m04.80s,-43.0180008,11.201,14.2497,3/26/2026
TOI-329,1,1,0.0638,4.94057819,,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,,0.205,[Fe/H],<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h25m17.06s,351.3210955,-15d38m04.67s,-15.6346313,9.677,11.1536,7/23/2024
TOI-332,1,1,0.0159,3.2,,<a refstr=OSBORN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230812137O/abstract target=ref>Osborn et al. 2023</a>,K0 V,0.256,[Fe/H],<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h12m14.15s,348.0589516,-44d52m35.35s,-44.8764852,10.315,12.063,9/5/2023
TOI-3321,1,1,0.047,15.55806521,,<a refstr=SCHULTE_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....168...32S/abstract target=ref>Schulte et al. 2024</a>,,-0.103,[Fe/H],<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h43m02.48s,265.7603351,-65d00m29.71s,-65.0082516,9.67,11.0932,7/23/2024
TOI-333,1,1,0.049,4.26,,<a refstr=ALVES_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv251113832A/abstract target=ref>Alves et al. 2025</a>,,0.01,[Fe/H],<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h33m25.80s,353.3574989,-41d10m17.47s,-41.1715206,10.678,11.8993,12/4/2025
TOI-3331 A,1,2,0.03144,12.97999965,818.5,<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>,,0.148,[Fe/H],<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h05m17.80s,271.3241672,-34d06m25.82s,-34.107171,9.914,11.8314,8/29/2022
TOI-3353,1,1,0.060118218,2.6667555,313.0426,<a refstr=HORD_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167..233H/abstract target=ref>Hord et al. 2024</a>,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h06m07.16s,106.5298146,-75d49m10.41s,-75.8195594,7.779,9.23847,6/11/2024
TOI-3362,1,1,0.153,12.80065596,,<a refstr=DONG_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJ...920L..16D/abstract target=ref>Dong et al. 2021</a>,,0.017,[M/H],<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h23m56.19s,155.9841428,-56d50m35.22s,-56.8431169,9.693,10.7051,10/19/2021
TOI-3364,1,1,0.0675,12.22899794,425,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,,0.387,[Fe/H],<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h38m09.07s,144.5377709,-49d20m06.80s,-49.3352226,9.783,11.2945,2/27/2023
TOI-3464,1,1,0.0515,13.7646283,1370,<a refstr=YEE_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250701855Y/abstract target=ref>Yee et al. 2025</a>,,0.045,[Fe/H],<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h37m55.93s,234.4830357,-44d47m23.92s,-44.7899772,11.095,12.5094,7/29/2025
TOI-3474,1,1,0.0502,14.67255574,740,<a refstr=YEE_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250701855Y/abstract target=ref>Yee et al. 2025</a>,,0.146,[Fe/H],<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h34m00.80s,233.5033482,-47d57m49.17s,-47.9636597,10.943,12.4418,7/29/2025
TOI-3486,1,1,0.03138,10.5700688,334,<a refstr=YEE_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250701855Y/abstract target=ref>Yee et al. 2025</a>,,0.283,[Fe/H],<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h37m46.37s,249.4432035,-59d18m18.39s,-59.3051077,10.004,12.1144,7/29/2025
TOI-3493,1,1,,3.22,245,<a refstr=CHATURVEDI_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250412884C/abstract target=ref>Chaturvedi et al. 2025</a>,G1/2 V,0.03,[Fe/H],<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h43m11.77s,205.7990331,-22d35m07.60s,-22.5854441,7.776,9.12029,4/29/2025
TOI-3523 A,1,3,0.03559,15.9727975,2590,<a refstr=YEE_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250701855Y/abstract target=ref>Yee et al. 2025</a>,,-0.366,[Fe/H],<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h17m08.03s,304.2834581,+42d54m23.52s,42.9065338,11.146,12.4946,7/29/2025
TOI-3540 A,1,2,0.04289,23.53885947,841.3,<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>,,0.176,[Fe/H],<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h55m38.73s,328.9113712,+28d10m46.20s,28.1794996,9.784,11.4036,8/29/2022
TOI-3568,1,1,0.0485,5.3,,<a refstr=MARTIOLI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240903704M/abstract target=ref>Martioli et al. 2024</a>,,-0.01,[Fe/H],<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h30m24.57s,322.6023682,+34d44m22.49s,34.7395805,10.581,12.7,9/13/2024
TOI-3593,1,1,0.0481,11.02963701,308,<a refstr=YEE_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250701855Y/abstract target=ref>Yee et al. 2025</a>,,0.384,[Fe/H],<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h06m01.53s,331.506364,+34d12m41.97s,34.2116583,10.266,12.0344,7/29/2025
TOI-3629,1,1,0.043,8.29464572,39,<a refstr=CA_NTILDE_AS_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220109963C/abstract target=ref>Ca&ntilde;as et al. 2022</a>,M1,0.4,[Fe/H],<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h59m10.41s,359.7933851,+39d18m51.32s,39.3142556,10.553,13.8375,6/27/2022
TOI-3682,1,1,0.048,12.80065596,1258,<a refstr=YEE_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250701855Y/abstract target=ref>Yee et al. 2025</a>,,0.416,[Fe/H],<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h21m06.05s,50.2752271,+25d17m50.16s,25.2972658,10.062,11.8754,7/29/2025
TOI-3688 A,1,2,0.0456,13.08088048,924.3,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,,0.262,[Fe/H],<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h37m07.76s,39.2823371,+54d51m04.37s,54.8512152,10.732,12.3686,2/27/2023
TOI-3693,1,1,0.0813,12.59889431,68.6,<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>,,0.071,[Fe/H],<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h02m37.05s,15.6543938,+51d18m14.01s,51.3038918,10.151,11.9579,8/29/2022
TOI-3714,1,2,0.027,11.32107051,54,<a refstr=CA_NTILDE_AS_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220109963C/abstract target=ref>Ca&ntilde;as et al. 2022</a>,M2,0.1,[Fe/H],<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h38m12.56s,69.5523415,+39d27m28.81s,39.4580035,10.852,14.3107,6/27/2022
TOI-375,1,1,0.099,10.77183045,593.3,<a refstr=REINARZ_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026A&A...706A..20R/abstract target=ref>Reinarz et al. 2026</a>,,0.084,[Fe/H],<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h08m35.98s,47.1499034,-77d22m59.98s,-77.3833275,9.084,11.0473,2/26/2026
TOI-375,1,1,0.524,,21.07,<a refstr=REINARZ_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026A&A...706A..20R/abstract target=ref>Reinarz et al. 2026</a>,,0.084,[Fe/H],<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h08m35.98s,47.1499034,-77d22m59.98s,-77.3833275,9.084,11.0473,2/26/2026
TOI-375,1,1,0.984,,5.96,<a refstr=REINARZ_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026A&A...706A..20R/abstract target=ref>Reinarz et al. 2026</a>,,0.084,[Fe/H],<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h08m35.98s,47.1499034,-77d22m59.98s,-77.3833275,9.084,11.0473,2/26/2026
